Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
9104,Playing the market: Lottery stock and bitcoin comovement,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/playing-the-market-lottery-stock-and-bitcoin-comovement,British Accounting Review,1,317
9105,Cryptocurrency spillovers and correlations: inefficiency and co-movement,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/cryptocurrency-spillovers-and-correlations-inefficiency-and-co-mo,Digital Finance,1,
9106,Google search and cross-section of cryptocurrency returns and trading activities,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/google-search-and-cross-section-of-cryptocurrency-returns-and-tra,Journal of Behavioral and Experimental Finance,1,1300
9107,How stable are stablecoins?,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/how-stable-are-stablecoins,European Journal of Finance,1,2494
9108,Multi-market trading and overnight price discovery: Evidence from American Depository Receipts,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/multi-market-trading-and-overnight-price-discovery-evidence-from-,Australian Journal of Management,1,274
9109,The investment behavior of China-connected mutual funds in the pandemic: Information advantage through operational link,2024,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-investment-behavior-of-china-connected-mutual-funds-in-the-pa,International Review of Financial Analysis,1,1197
9110,Do insider investment horizons contain information? Evidence from Australia,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/do-insider-investment-horizons-contain-information-evidence-from-,Pacific Basin Finance Journal,1,2095
9111,Strategic trading by insiders in the presence of institutional investors,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/strategic-trading-by-insiders-in-the-presence-of-institutional-in,Journal of Financial Markets,1,1481
9112,Sustainable Institutional Investment in the COVID-19 Pandemic,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/sustainable-institutional-investment-in-the-covid-19-pandemic,Australian Journal of Management,1,274
9113,Four Essays on Bitcoin and Stablecoins,2022,Thesis,https://research-repository.uwa.edu.au/en/publications/four-essays-on-bitcoin-and-stablecoins,,1,
9114,Is Bitcoin a hedge? How extreme volatility can destroy the hedge property,2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/is-bitcoin-a-hedge-how-extreme-volatility-can-destroy-the-hedge-p,Finance Research Letters,1,757
9115,"Loaded for bear: Bitcoin private wallets, exchange reserves and prices",2022,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/loaded-for-bear-bitcoin-private-wallets-exchange-reserves-and-pri,Journal of Banking & Finance,1,1296
9116,A crypto safe haven against Bitcoin,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/a-crypto-safe-haven-against-bitcoin,Finance Research Letters,1,757
9117,Cryptocurrencies are Not Immune to Coronavirus: Evidence from Investor Fear,2021,Working paper,https://research-repository.uwa.edu.au/en/publications/cryptocurrencies-are-not-immune-to-coronavirus-evidence-from-inve,,1,
9118,Spillovers and Asset Allocation,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/spillovers-and-asset-allocation,Journal of risk and financial management,1,1752
9119,The Bitcoin gold correlation puzzle,2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-bitcoin-gold-correlation-puzzle,Journal of Behavioral and Experimental Finance,1,1300
9120,Forecasting bitcoin volatility: Evidence from the options market,2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/forecasting-bitcoin-volatility-evidence-from-the-options-market,Journal of Futures Markets,1,2526
9121,"Internet search intensity, liquidity and returns in emerging markets",2020,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/internet-search-intensity-liquidity-and-returns-in-emerging-marke,Research in International Business and Finance,1,2229
9122,The Importance of Spillovers during the COVID-19 Pandemic,2020,Working paper,https://research-repository.uwa.edu.au/en/publications/the-importance-of-spillovers-during-the-covid-19-pandemic,,1,
9123,Is liquidity priced in the Vietnamese stock market?,2019,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/is-liquidity-priced-in-the-vietnamese-stock-market,Economic Papers,1,211
9124,Ownership Structure and Firm Performance Improvement: Does it Matter in the Vietnamese Stock Market?,2017,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/ownership-structure-and-firm-performance-improvement-does-it-matt,Economic Papers,1,211
9125,"SMB - Arousal, disproportionate reactions and the size-premium",2007,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/smb-arousal-disproportionate-reactions-and-the-size-premium,Pacific-Basin Finance Journal,1,2095
9126,The Robustness of Daily Momentum,2007,Chapter in Book/Conference paper,https://research-repository.uwa.edu.au/en/publications/the-robustness-of-daily-momentum,,1,
9127,In America's thrall: the effects of the US market and US security characteristics on Australian stock returns,2006,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/in-americas-thrall-the-effects-of-the-us-market-and-us-security-c,Accounting and Finance,1,16
9128,Momentum in Australia - A Note,2006,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/momentum-in-australia-a-note,Australian Journal of Management,1,274
9129,Do Client Protection Principles Matter for the Economic and Social Performance of Microfinance Institutions?,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/do-client-protection-principles-matter-for-the-economic-and-socia,The British Accounting Review,1,317
9130,The effect of stretch goals and moral justification on counterproductive work behavior,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-stretch-goals-and-moral-justification-on-counterpro,Journal of Accounting and Organizational Change,1,1244
9131,The effects of performance-based profit-sharing schemes and client pressure on auditors' pre-negotiation judgments,2025,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effects-of-performance-based-profit-sharing-schemes-and-clien,Advances in Accounting,1,50
9132,ESG Competitiveness and Corporate Branding,2024,Contribution to conference,https://research-repository.uwa.edu.au/en/publications/esg-competitiveness-and-corporate-branding,,1,
9133,"The Effect of Delegation, Moral Justification, and Ethical Climate on Misreporting: A Study of the Financial Services Sector",2024,Chapter in Book/Conference paper,https://research-repository.uwa.edu.au/en/publications/the-effect-of-delegation-moral-justification-and-ethical-climate-,,1,
9134,Performance measurement systems design choice: the roles of political connections and social networking on firm performance - evidence from China,2023,Chapter in Book/Conference paper,https://research-repository.uwa.edu.au/en/publications/performance-measurement-systems-design-choice-the-roles-of-politi,,1,
9135,Product Innovativeness in Marketing New Brands,2023,Chapter in Book/Conference paper,https://research-repository.uwa.edu.au/en/publications/product-innovativeness-in-marketing-new-brands,,1,
9136,The Effect of Ethical Commitment Reminder and Reciprocity in the Workplace on Misreporting,2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-ethical-commitment-reminder-and-reciprocity-in-the-,Journal of Business Ethics,1,1319
9137,"The effect of nonfinancial performance measures, absorptive capacity, and organizational learning on innovation performance",2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-nonfinancial-performance-measures-absorptive-capaci,Journal of Management Control,1,1635
9138,"The effect of non-financial performance measures, organisational politics and political skill on job performance: Evidence from China",2023,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-non-financial-performance-measures-organisational-p,Accounting and Finance,1,16
9139,"The effect of negotiators’ role, leadership tone, and social value orientation on expected transfer prices: additional evidence",2021,Contribution to journal,https://research-repository.uwa.edu.au/en/publications/the-effect-of-negotiators-role-leadership-tone-and-social-value-o,Journal of Management Control,1,1635
